ID,country,points,price,province,tasterName,title,variety,winery
568,US,93,70,California,Virginie Boone,W.H. Smith 2012 Reserve Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,W.H. Smith
569,US,89,38,Washington,Sean P. Sullivan,Alleromb 2014 La Reyna Blanca Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Alleromb
570,US,89,50,Washington,Sean P. Sullivan,Ardor 2015 Art Den Hoed Vineyard Syrah (Yakima Valley),Syrah,Ardor
571,US,89,25,California,Jim Gordon,Berryessa Gap 2015 Albarino (Yolo County),Albarino,Berryessa Gap
572,Italy,89,15,Piedmont,Kerin O Keefe,Brezza 2015 Dolcetto d'Alba,Dolcetto,Brezza
573,France,89,14,Bordeaux,Roger Voss,Chateau Bois Chantant 2015 Bordeaux Superieur,Bordeaux-style Red Blend,Chateau Bois Chantant
574,France,89,11,Rhone Valley,Joe Czerwinski,Chateau de Campuget 2016 Tradition Rose (Costieres de Nimes),Rose,Chateau de Campuget
575,France,89,14,Bordeaux,Roger Voss,Chateau de l'Aubrade 2015 Bordeaux Superieur,Bordeaux-style Red Blend,Chateau de l'Aubrade
576,France,89,37,Bordeaux,Roger Voss,Chateau de Pressac 2014 Les Terrasses de Pressac (Saint-Emilion),Bordeaux-style Red Blend,Chateau de Pressac
577,US,89,17,New York,Anna Lee C. Iijima,Chateau Lafayette Reneau 2016 Pinot Noir Rose (Finger Lakes),Rose,Chateau Lafayette Reneau
578,France,89,15,Bordeaux,Roger Voss,Chateau Maison Noble Saint Martin 2015 Chateau Jean de Bel Air (Bordeaux),Bordeaux-style Red Blend,Chateau Maison Noble Saint Martin
579,US,89,13,California,Jim Gordon,Cupcake 2016 Rose (California),Rose,Cupcake
580,US,89,18,Washington,Sean P. Sullivan,Raconteur 2016 White (Washington),White Blend,Raconteur
581,US,89,26,Washington,Sean P. Sullivan,Savage Grace 2016 Orange Oak Ridge Vineyard Gewurztraminer (Columbia Gorge (WA)),Gewurztraminer,Savage Grace
582,US,89,18,Washington,Sean P. Sullivan,Seven Falls 2013 Merlot (Wahluke Slope),Merlot,Seven Falls
583,US,89,32,California,Matt Kettmann,Silvertip 2014 Unfiltered Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Silvertip
584,Austria,89,18,Kamptal,Anne Krebiehl,Steininger 2016 Gruner Veltliner (Kamptal),Gruner Veltliner,Steininger
585,US,89,25,Washington,Sean P. Sullivan,Stevens 2016 StevensSteel Chardonnay (Yakima Valley),Chardonnay,Stevens
586,Austria,89,18,Steiermark,Anne Krebiehl,Strauss 2016 Classic Pinot Blanc (Steiermark),Pinot Blanc,Strauss
587,Austria,89,20,Sudsteiermark,Anne Krebiehl,Strauss 2016 Classic Sauvignon Blanc (Sudsteiermark),Sauvignon Blanc,Strauss
588,US,89,18,California,Jim Gordon,Trinity River 2015 Chardonnay,Chardonnay,Trinity River
590,US,89,17,California,Matt Kettmann,Vintage Cowboy 2016 Chardonnay (Paso Robles),Chardonnay,Vintage Cowboy
591,Austria,89,13,Niederosterreich,Anne Krebiehl,Winzer Krems 2016 GV Gruner Veltliner (Niederosterreich),Gruner Veltliner,Winzer Krems
592,US,89,41,Washington,Sean P. Sullivan,Kontos 2014 Summit View Vineyard Malbec (Walla Walla Valley (WA)),Malbec,Kontos
593,Austria,89,16,Niederosterreich,Anne Krebiehl,Landhaus Mayer 2016 Riesling (Niederosterreich),Riesling,Landhaus Mayer
594,France,89,20,Rhone Valley,Joe Czerwinski,Lavau 2015 La Decelle Red,Rhone-style Red Blend,Lavau
595,US,89,30,Washington,Sean P. Sullivan,L'Ecole No. 41 2014 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,L'Ecole No. 41
596,Greece,89,13,Crete,Susan Kostrzewa,Lyrarakis 2015 Vilana (Crete),Vilana,Lyrarakis
597,Austria,89,24,Kremstal,Anne Krebiehl,Malat 2016 Furth-Palt Riesling (Kremstal),Riesling,Malat
598,US,89,36,California,Matt Kettmann,Midnight 2013 Starlight Sangiovese (Paso Robles),Sangiovese,Midnight
601,Mexico,87,15,Valle de Guadalupe,Michael Schachner,Monte Xanic 2012 Vina Kristel Sauvignon Blanc (Valle de Guadalupe),Sauvignon Blanc,Monte Xanic
603,US,87,36,New York,Anna Lee C. Iijima,Peconic Bay Winery 2010 Cabernet Franc (North Fork of Long Island),Cabernet Franc,Peconic Bay Winery
604,Spain,87,35,Northern Spain,Michael Schachner,Principe de Viana 2008 Reserva 1423 Red (Navarra),Red Blend,Principe de Viana
605,Argentina,87,30,Mendoza Province,Michael Schachner,Proemio 2009 Gran Reserve Winemaker's Selection Red (Mendoza),Red Blend,Proemio
606,US,87,25,Oregon,Sean P. Sullivan,Quady North 2011 Bomba Grenache (Rogue Valley),Grenache,Quady North
607,US,87,25,Oregon,Sean P. Sullivan,Quady North 2011 Steel-Ox Viognier (Rogue Valley),Viognier,Quady North
608,Portugal,87,15,Douro,Roger Voss,Quinta do Portal 2012 Verdelho and Sauvignon Blanc White (Douro),Portuguese White,Quinta do Portal
609,US,87,20,Oregon,Paul Gregutt,Raptor Ridge 2012 Estate Gruner Veltliner (Chehalem Mountains),Gruner Veltliner,Raptor Ridge
613,Portugal,87,12,Vinho Verde,Roger Voss,Solar de Pinheiro 2012 Paco de Sao Lourenco White (Vinho Verde),Portuguese White,Solar de Pinheiro
615,Argentina,87,11,Mendoza Province,Michael Schachner,Tilia 2011 Malbec (Mendoza),Malbec,Tilia
622,US,87,25,Idaho,Sean P. Sullivan,Coiled 2009 Sidewinder Red,Red Blend,Coiled
623,US,87,28,Idaho,Sean P. Sullivan,Coiled 2010 Black Mamba Red,Red Blend,Coiled
624,US,87,20,Idaho,Sean P. Sullivan,Colter's Creek 2010 Koos-Koos-Kia Colter's Creek Vineyard Red (Idaho),Red Blend,Colter's Creek
628,Australia,92,35,South Australia,Joe Czerwinski,Kangarilla Road 2012 Alluvial Fans Shiraz (McLaren Vale),Shiraz,Kangarilla Road
629,US,92,75,California,Virginie Boone,Walt 2013 Pinpoint Extreme Pinot Noir (Russian River Valley),Pinot Noir,Walt
630,US,92,48,Oregon,Paul Gregutt,WillaKenzie Estate 2013 Aliette Pinot Noir,Pinot Noir,WillaKenzie Estate
631,France,92,54,Alsace,Anne Krebiehl,Willm 2011 Vendanges Tardives Gewurztraminer (Alsace),Gewurztraminer,Willm
632,France,92,34,Alsace,Anne Krebiehl,Jean-Marc Bernhard 2013 Wineck-Schlossberg Grand Cru Riesling (Alsace),Riesling,Jean-Marc Bernhard
633,Australia,92,60,Victoria,Joe Czerwinski,Yeringberg 2013 Viognier (Yarra Valley),Viognier,Yeringberg
634,US,92,48,California,Virginie Boone,Armida 2013 Tina's Block Maple Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Armida
635,Spain,92,28,Northern Spain,Michael Schachner,Marques de Murrieta 2010 Capellania Viura (Rioja),Viura,Marques de Murrieta
636,Australia,92,125,South Australia,Joe Czerwinski,Torbreck 2010 The Factor Shiraz (Barossa Valley),Shiraz,Torbreck
637,France,92,45,Alsace,Anne Krebiehl,Biecher & Schaal 2014 Altenberg de Bergheim Grand Cru White (Alsace),Alsace white blend,Biecher & Schaal
638,France,92,36,Alsace,Anne Krebiehl,Domaines Schlumberger 2010 Kitterle Grand Cru Riesling (Alsace),Riesling,Domaines Schlumberger
639,France,92,30,Alsace,Anne Krebiehl,Domaines Schlumberger 2012 Kessler Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaines Schlumberger
640,US,92,37,California,Matt Kettmann,Foxen 2014 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Foxen
641,US,92,25,California,Virginie Boone,Les Belles Collines 2014 Pinot Gris (California),Pinot Gris,Les Belles Collines
642,Portugal,92,30,Alentejano,Roger Voss,Luis Duarte 2013 Monte de Carrapatelo Colheita Seleccionada Tinto Red (Alentejano),Portuguese Red,Luis Duarte
643,US,92,60,California,Virginie Boone,Melhill 2012 Chardonnay (Sonoma Coast),Chardonnay,Melhill
644,US,92,40,California,Matt Kettmann,Niner 2013 Estate Grown Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Niner
645,US,92,50,Oregon,Paul Gregutt,Purple Hands 2014 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Purple Hands
646,Portugal,92,23,Tejo,Roger Voss,Quinta da Lagoalva de Cima 2013 Lagoalva Barrel Selection Tinto Red (Tejo),Portuguese Red,Quinta da Lagoalva de Cima
647,Portugal,92,80,Douro,Roger Voss,Quinta do Monte Xisto 2013 Red (Douro),Portuguese Red,Quinta do Monte Xisto
648,Germany,92,34,Mosel,Anna Lee C. Iijima,Reichsgraf von Kesselstatt 2014 Brauneberger Juffer-Sonnenuhr Spatlese Grosse Lage Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt
649,US,92,75,California,Virginie Boone,Stone The Crows 2013 Three Twins Vineyard Fallen Feather Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stone The Crows
650,Italy,92,24,Northeastern Italy,Kerin O Keefe,Sturm 2014 Sauvignon (Collio),Sauvignon,Sturm
651,France,92,39,Alsace,Anne Krebiehl,Kuentz-Bas 2014 Pfersigberg Grand Cru Riesling (Alsace),Riesling,Kuentz-Bas
652,Australia,92,21,Western Australia,Joe Czerwinski,Plantagenet 2014 Riesling (Great Southern),Riesling,Plantagenet
653,US,92,35,California,Matt Kettmann,Scratch 2013 Grenache (Arroyo Seco),Grenache,Scratch
654,France,92,43,Alsace,Anne Krebiehl,Sipp Mack 2014 Rosacker Grand Cru Riesling (Alsace),Riesling,Sipp Mack
655,US,92,30,California,Jim Gordon,St. Amant 2013 Lodi Native Marian's Vineyard Zinfandel (Mokelumne River),Zinfandel,St. Amant
656,US,92,70,Oregon,Paul Gregutt,Stoller 2013 Nancy's Pinot Noir (Dundee Hills),Pinot Noir,Stoller
657,South Africa,92,50,Coastal Region,Lauren Buzzeo,Fable Mountain 2011 Night Sky Red (Coastal Region),Rhone-style Red Blend,Fable Mountain
658,US,90,40,California,Virginie Boone,Vine Cliff 2013 Chardonnay (Los Carneros),Chardonnay,Vine Cliff
659,US,90,45,Washington,Sean P. Sullivan,Va Piano 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Va Piano
660,US,90,80,California,Virginie Boone,Y Rousseau 2012 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Y Rousseau
661,US,90,15,California,Jim Gordon,Monte Volpe 2013 Pinot Grigio (Mendocino),Pinot Grigio,Monte Volpe
662,Italy,90,65,Piedmont,Kerin O Keefe,Palladino 2011 Ornato (Barolo),Nebbiolo,Palladino
663,US,90,65,California,Virginie Boone,Paradise Ridge 2012 Rockpile Vineyard Cabernet Sauvignon (Rockpile),Cabernet Sauvignon,Paradise Ridge
664,Italy,90,35,Piedmont,Kerin O Keefe,Pecchenino 2013 Siri d'Jermu (Dogliani Superiore),Dolcetto,Pecchenino
665,Italy,90,25,Piedmont,Kerin O Keefe,Poderi Colla 2013 Costa Bruna (Barbera d'Alba),Barbera,Poderi Colla
666,US,90,20,Washington,Sean P. Sullivan,Poet's Leap 2014 Riesling (Columbia Valley (WA)),Riesling,Poet's Leap
667,Spain,90,15,Levante,Michael Schachner,Rafael Cambra 2012 Soplo Garnacha Tintorera (Valencia),Garnacha Tintorera,Rafael Cambra
668,US,90,26,New York,Anna Lee C. Iijima,Raphael 2014 Virgin Berry Riesling (North Fork of Long Island),Riesling,Raphael
669,US,90,30,Washington,Sean P. Sullivan,Seven Hills 2013 McClellan Estate Vineyard Malbec (Walla Walla Valley (WA)),Malbec,Seven Hills
670,US,90,13,Washington,Sean P. Sullivan,Snoqualmie 2013 Eco Made with Organic Grapes Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Snoqualmie
671,US,90,45,California,Virginie Boone,Stags' Leap Winery 2012 Petite Sirah (Napa Valley),Petite Sirah,Stags' Leap Winery
672,US,90,26,New York,Anna Lee C. Iijima,The Grapes of Roth 2014 Dry Riesling (Long Island),Riesling,The Grapes of Roth
673,US,90,44,California,Jim Gordon,The Withers Winery 2013 Charles Vineyard Pinot Noir (Anderson Valley),Pinot Noir,The Withers Winery
674,US,90,38,California,Virginie Boone,Truchard 2012 Estate Cabernet Sauvignon (Carneros),Cabernet Sauvignon,Truchard
675,US,90,28,California,Virginie Boone,Acacia 2013 Pinot Noir (Carneros),Pinot Noir,Acacia
676,US,90,32,Washington,Sean P. Sullivan,Array 2012 Dijon Clone Chardonnay (Yakima Valley),Chardonnay,Array
677,Italy,90,50,Tuscany,Kerin O Keefe,Baracchi Riccardo 2011 Smeriglio Riserva Syrah (Cortona),Syrah,Baracchi Riccardo
678,Italy,90,35,Tuscany,Kerin O Keefe,Baracchi Riccardo 2012 Smeriglio Syrah (Cortona),Syrah,Baracchi Riccardo
679,US,90,35,Washington,Sean P. Sullivan,Barrister 2012 Sagemoor Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Barrister
680,Spain,90,25,Northern Spain,Michael Schachner,Bodegas Berceo 2011 Seleccion Crianza (Rioja),Tempranillo Blend,Bodegas Berceo
681,US,90,42,Washington,Sean P. Sullivan,Bunnell 2011 ALX Syrah (Columbia Valley (WA)),Syrah,Bunnell
682,Italy,90,45,Piedmont,Kerin O Keefe,Castello di Neive 2011 Metodo Classico Pinot Nero (Piemonte),Pinot Nero,Castello di Neive
683,Italy,90,70,Tuscany,Kerin O Keefe,Castello di Querceto 2010 Cignale Red (Colli della Toscana Centrale),Red Blend,Castello di Querceto
684,US,90,30,Washington,Sean P. Sullivan,Chateau Ste. Michelle 2012 Canoe Ridge Vineyard Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Chateau Ste. Michelle
685,US,90,75,California,Virginie Boone,Cobb 2012 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb
